Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,Year,Month,Day
1.5,-6.3,56,19.0,26.349999999999998,100.73,1,2012,2,18
1.0,-6.2,59,13.0,26.349999999999998,100.78,1,2012,2,18
0.8,-6.9,56,15.0,25.0,100.88,1,2012,2,18
-0.6,-7.8,58,11.0,25.0,100.99,0,2012,2,18
-1.7,-7.8,63,11.0,25.0,101.09,0,2012,2,18
-2.4,-8.1,65,9.0,25.0,101.16,0,2012,2,18
-3.5,-8.3,69,9.0,25.0,101.21,0,2012,2,18
-3.9,-8.7,69,9.0,25.0,101.29,0,2012,2,18
-3.9,-8.8,69,13.0,25.0,101.37,0,2012,2,19
-4.5,-9.8,66,19.0,25.0,101.46,0,2012,2,19
-5.2,-10.2,68,9.0,25.0,101.49,0,2012,2,19
-6.0,-10.3,72,0.0,25.0,101.43,0,2012,2,19
-5.8,-10.5,69,7.0,25.0,101.44,0,2012,2,19
-5.9,-9.7,74,9.0,25.0,101.48,0,2012,2,19
-6.7,-10.3,76,6.0,25.0,101.5,0,2012,2,19
-6.3,-10.5,72,7.0,25.0,101.53,0,2012,2,19
-5.8,-9.9,73,7.0,24.1,101.57,1,2012,2,19
-5.2,-9.7,71,9.0,24.1,101.59,1,2012,2,19
-4.7,-9.7,68,15.0,26.349999999999998,101.59,1,2012,2,19
-4.0,-9.1,68,17.0,26.349999999999998,101.59,1,2012,2,19
-3.2,-9.0,64,17.0,26.349999999999998,101.56,0,2012,2,19
-2.7,-8.6,64,19.0,26.349999999999998,101.51,0,2012,2,19
-2.3,-9.5,58,15.0,26.349999999999998,101.45,0,2012,2,19
-1.6,-9.3,56,17.0,26.349999999999998,101.43,0,2012,2,19
-1.6,-9.7,54,20.0,26.349999999999998,101.37,0,2012,2,19
-2.1,-9.8,56,15.0,26.349999999999998,101.36,0,2012,2,19
-2.9,-9.8,59,13.0,26.349999999999998,101.39,0,2012,2,19
-3.2,-10.0,59,15.0,25.0,101.43,0,2012,2,19
-3.8,-10.1,62,13.0,25.0,101.47,0,2012,2,19
-4.8,-10.0,67,11.0,25.0,101.51,0,2012,2,19
-5.4,-10.2,69,9.0,25.0,101.52,0,2012,2,19
-6.3,-11.8,65,7.0,25.0,101.52,0,2012,2,19
-6.7,-12.4,64,4.0,25.0,101.55,0,2012,2,20
-7.6,-12.6,67,0.0,25.0,101.63,0,2012,2,20
-8.8,-12.3,76,4.0,25.0,101.66,0,2012,2,20
-8.8,-12.7,73,7.0,25.0,101.68,0,2012,2,20
-9.8,-13.0,77,6.0,25.0,101.69,0,2012,2,20
-10.2,-13.7,75,6.0,25.0,101.77,0,2012,2,20
-10.7,-14.3,75,4.0,25.0,101.81,0,2012,2,20
-11.0,-14.4,76,4.0,24.1,101.87,0,2012,2,20
-9.9,-14.4,70,4.0,26.349999999999998,101.98,0,2012,2,20
-8.7,-14.1,65,6.0,26.349999999999998,102.04,1,2012,2,20
-8.0,-13.7,64,9.0,26.349999999999998,102.07,1,2012,2,20
-7.1,-13.3,61,9.0,26.349999999999998,102.09,1,2012,2,20
-6.0,-12.1,62,11.0,26.349999999999998,102.1,1,2012,2,20
-4.7,-11.7,58,20.0,26.349999999999998,102.08,1,2012,2,20
-3.1,-10.5,57,17.0,26.349999999999998,102.07,0,2012,2,20
-2.0,-9.7,56,19.0,26.349999999999998,102.07,1,2012,2,20
-1.8,-8.5,60,20.0,26.349999999999998,102.06,0,2012,2,20
-1.9,-8.9,59,17.0,26.349999999999998,102.08,0,2012,2,20
-3.2,-8.8,65,9.0,26.349999999999998,102.1,0,2012,2,20
-3.6,-8.7,68,7.0,25.0,102.13,0,2012,2,20
-4.0,-9.0,68,6.0,25.0,102.16,0,2012,2,20
-3.5,-8.9,66,6.0,25.0,102.18,0,2012,2,20
-3.3,-8.8,66,0.0,25.0,102.2,0,2012,2,20
-5.8,-9.3,76,4.0,25.0,102.2,0,2012,2,20
-4.0,-8.1,73,9.0,25.0,102.21,0,2012,2,21
-4.3,-8.4,73,6.0,25.0,102.18,0,2012,2,21
-4.1,-8.1,74,7.0,25.0,102.21,0,2012,2,21
-5.3,-8.9,76,4.0,25.0,102.19,0,2012,2,21
-5.2,-8.2,79,4.0,25.0,102.12,0,2012,2,21
-6.1,-8.6,82,7.0,25.0,102.05,0,2012,2,21
-6.1,-8.9,81,6.0,25.0,102.03,0,2012,2,21
-6.2,-9.1,80,7.0,26.349999999999998,102.03,0,2012,2,21
-5.0,-8.2,78,7.0,26.349999999999998,101.98,1,2012,2,21
-3.1,-7.2,73,9.0,26.349999999999998,101.87,1,2012,2,21
-1.4,-7.0,66,11.0,26.349999999999998,101.72,1,2012,2,21
-0.1,-6.2,63,15.0,26.349999999999998,101.55,1,2012,2,21
0.0,-6.8,60,19.0,26.349999999999998,101.38,1,2012,2,21
1.0,-6.2,59,24.0,26.349999999999998,101.19,1,2012,2,21
1.9,-6.2,55,22.0,26.349999999999998,100.95,1,2012,2,21
2.2,-5.8,55,19.0,26.349999999999998,100.82,1,2012,2,21
2.0,-5.9,56,17.0,26.349999999999998,100.66,1,2012,2,21
2.2,-6.4,53,9.0,26.349999999999998,100.59,1,2012,2,21
1.9,-6.1,55,9.0,25.0,100.54,1,2012,2,21
2.1,-6.5,53,0.0,25.0,100.5,1,2012,2,21
-0.2,-4.9,71,4.0,25.0,100.43,1,2012,2,21
-0.5,-4.9,72,6.0,25.0,100.4,1,2012,2,21
-0.6,-4.5,75,6.0,25.0,100.35,6,2012,2,21
0.5,-4.4,70,0.0,25.0,100.2,1,2012,2,21
0.5,-2.1,83,19.0,22.750000000000004,100.1,6,2012,2,22
0.8,-2.2,80,15.0,22.750000000000004,99.97,6,2012,2,22
1.4,-2.5,75,19.0,22.750000000000004,99.87,6,2012,2,22
1.3,-1.5,82,20.0,22.750000000000004,99.77,6,2012,2,22
1.2,-1.0,85,15.0,22.750000000000004,99.68,5,2012,2,22
1.4,-0.6,87,15.0,22.750000000000004,99.64,5,2012,2,22
1.5,-0.3,88,13.0,22.750000000000004,99.59,5,2012,2,22
1.6,0.1,90,15.0,22.750000000000004,99.57,3,2012,2,22
2.6,0.9,89,17.0,22.750000000000004,99.57,5,2012,2,22
2.9,0.7,85,26.0,24.1,99.57,1,2012,2,22
4.0,1.2,82,28.0,24.1,99.54,1,2012,2,22
4.6,0.4,74,26.0,24.1,99.56,1,2012,2,22
5.2,-0.6,66,28.0,24.1,99.52,1,2012,2,22
5.8,-1.1,61,22.0,24.1,99.4,1,2012,2,22
6.1,-1.4,59,17.0,24.1,99.32,1,2012,2,22
5.4,-1.4,62,28.0,24.1,99.3,5,2012,2,22
2.9,0.3,83,19.0,24.1,99.31,0,2012,2,22
2.6,0.1,84,19.0,24.1,99.29,1,2012,2,22
2.4,-0.2,83,9.0,24.1,99.33,1,2012,2,22
1.9,-0.2,86,6.0,25.0,99.34,0,2012,2,22
1.6,-0.8,84,13.0,25.0,99.32,1,2012,2,22
2.3,-0.9,79,15.0,25.0,99.33,1,2012,2,22
2.7,-0.8,78,15.0,25.0,99.26,1,2012,2,22
2.6,-1.0,77,13.0,25.0,99.27,1,2012,2,22
2.3,-0.9,79,20.0,25.0,99.23,5,2012,2,23
1.7,-1.1,82,11.0,25.0,99.18,1,2012,2,23
1.1,-1.1,85,7.0,25.0,99.17,6,2012,2,23
0.6,-1.0,89,6.0,22.750000000000004,99.14,6,2012,2,23
0.5,-1.0,90,4.0,22.750000000000004,99.13,3,2012,2,23
0.4,-1.1,90,4.0,22.750000000000004,99.11,3,2012,2,23
0.5,-1.1,89,9.0,22.750000000000004,99.16,3,2012,2,23
0.6,-1.0,89,7.0,22.750000000000004,99.2,3,2012,2,23
0.4,-1.6,86,7.0,22.750000000000004,99.26,0,2012,2,23
1.1,-1.8,81,17.0,24.1,99.32,1,2012,2,23
1.6,-1.9,78,19.0,24.1,99.38,0,2012,2,23
2.3,-1.9,74,22.0,24.1,99.42,1,2012,2,23
2.1,-2.3,73,20.0,24.1,99.47,1,2012,2,23
2.1,-2.1,74,20.0,22.750000000000004,99.49,6,2012,2,23
1.4,-1.5,81,13.0,22.750000000000004,99.53,6,2012,2,23
1.9,-1.8,76,22.0,24.1,99.6,1,2012,2,23
2.7,-2.3,70,22.0,24.1,99.7,1,2012,2,23
2.3,-3.7,64,24.0,24.1,99.82,1,2012,2,23
1.6,-3.8,67,15.0,24.1,99.9,0,2012,2,23
1.6,-4.8,62,19.0,25.0,100.05,0,2012,2,23
1.1,-5.0,64,15.0,25.0,100.12,0,2012,2,23
0.5,-5.2,66,13.0,25.0,100.23,0,2012,2,23
-0.2,-5.4,68,9.0,25.0,100.28,0,2012,2,23
-1.0,-5.2,73,7.0,25.0,100.31,0,2012,2,23
-0.9,-5.1,73,6.0,25.0,100.34,0,2012,2,24
-1.7,-5.1,78,4.0,25.0,100.29,0,2012,2,24
-1.8,-5.4,76,0.0,25.0,100.2,0,2012,2,24
-3.8,-6.1,84,0.0,25.0,100.29,0,2012,2,24
-2.8,-5.0,85,0.0,25.0,100.31,1,2012,2,24
-3.1,-5.1,86,0.0,25.0,100.29,1,2012,2,24
-3.0,-5.1,85,6.0,25.0,100.26,1,2012,2,24
-1.3,-3.8,83,11.0,24.1,100.21,1,2012,2,24
-0.7,-3.6,81,9.0,24.1,100.21,1,2012,2,24
0.3,-3.3,77,7.0,22.750000000000004,100.27,1,2012,2,24
0.7,-3.0,76,9.0,22.750000000000004,100.25,1,2012,2,24
0.9,-3.2,74,15.0,22.750000000000004,100.13,1,2012,2,24
1.1,-3.3,72,20.0,22.750000000000004,99.91,1,2012,2,24
1.0,-3.5,72,20.0,22.750000000000004,99.75,1,2012,2,24
1.1,-3.3,72,20.0,22.750000000000004,99.64,6,2012,2,24
1.0,-2.6,77,19.0,22.750000000000004,99.53,3,2012,2,24
-0.1,-1.6,90,22.0,22.750000000000004,99.38,3,2012,2,24
-0.1,-1.5,90,26.0,22.750000000000004,99.16,6,2012,2,24
0.0,-1.4,90,24.0,22.750000000000004,99.07,6,2012,2,24
0.0,-1.3,91,22.0,22.750000000000004,99.015,6,2012,2,24
0.0,-1.2,92,15.0,22.750000000000004,99.015,6,2012,2,24
0.3,-1.1,90,17.0,22.750000000000004,99.015,6,2012,2,24
0.6,-0.8,90,19.0,22.750000000000004,99.015,5,2012,2,24
0.8,-0.5,91,17.0,22.750000000000004,99.015,1,2012,2,24
1.0,-0.6,89,11.0,22.750000000000004,99.015,5,2012,2,25
0.8,-0.7,90,15.0,22.750000000000004,99.015,6,2012,2,25
0.4,-0.9,91,11.0,22.750000000000004,99.015,6,2012,2,25
0.7,-0.8,90,19.0,22.750000000000004,99.015,6,2012,2,25
0.4,-1.0,90,19.0,22.750000000000004,99.015,6,2012,2,25
0.6,-1.1,88,22.0,22.750000000000004,99.015,6,2012,2,25
0.0,-1.6,89,33.0,22.750000000000004,99.015,6,2012,2,25
-1.4,-2.9,89,33.0,22.750000000000004,99.015,6,2012,2,25
-1.8,-3.2,90,32.0,22.750000000000004,99.015,6,2012,2,25
-1.4,-2.9,89,33.0,22.750000000000004,99.015,6,2012,2,25
-1.7,-3.3,89,32.0,22.750000000000004,99.015,6,2012,2,25
-2.1,-3.5,90,33.0,22.750000000000004,99.015,6,2012,2,25
-2.5,-4.2,88,33.0,22.750000000000004,99.015,6,2012,2,25
-2.7,-5.0,84,32.0,22.750000000000004,99.015,6,2012,2,25
-3.2,-6.3,79,35.0,22.750000000000004,99.05,6,2012,2,25
-3.3,-7.5,73,33.0,22.750000000000004,99.22,6,2012,2,25
-3.6,-7.4,75,24.0,22.750000000000004,99.39,6,2012,2,25
-3.2,-8.4,67,24.0,25.0,99.59,1,2012,2,25
-3.6,-9.0,66,30.0,25.0,99.8,1,2012,2,25
-4.7,-10.5,64,35.0,25.0,100.04,1,2012,2,25
-5.3,-11.2,63,26.0,25.0,100.24,1,2012,2,25
-5.6,-11.1,65,32.0,25.0,100.42,1,2012,2,25
-6.6,-12.8,61,28.0,25.0,100.62,1,2012,2,25
-7.6,-13.8,61,26.0,25.0,100.76,1,2012,2,25
-8.3,-14.3,62,19.0,25.0,100.89,1,2012,2,26
-9.0,-14.5,64,20.0,25.0,101.09,0,2012,2,26
-9.2,-14.6,65,22.0,25.0,101.26,0,2012,2,26
-9.9,-15.1,66,28.0,25.0,101.42,0,2012,2,26
-10.8,-15.3,69,30.0,25.0,101.6,1,2012,2,26
-11.6,-15.9,70,20.0,25.0,101.77,0,2012,2,26
-11.3,-16.8,64,22.0,25.0,101.92,0,2012,2,26
-12.1,-17.8,62,22.0,26.349999999999998,102.07,0,2012,2,26
-12.1,-18.0,61,26.0,26.349999999999998,102.23,0,2012,2,26
-11.6,-18.6,56,32.0,26.349999999999998,102.32,0,2012,2,26
-11.2,-20.3,47,22.0,26.349999999999998,102.35,0,2012,2,26
-10.1,-20.1,44,26.0,26.349999999999998,102.39,0,2012,2,26
-9.3,-18.6,47,28.0,26.349999999999998,102.42,0,2012,2,26
-8.3,-17.4,48,26.0,26.349999999999998,102.41,0,2012,2,26
-7.6,-17.2,46,28.0,26.349999999999998,102.42,0,2012,2,26
-7.1,-16.3,48,26.0,26.349999999999998,102.49,0,2012,2,26
-6.8,-16.4,46,24.0,26.349999999999998,102.52,0,2012,2,26
-7.6,-17.1,46,24.0,26.349999999999998,102.55,1,2012,2,26
-7.9,-16.7,49,19.0,25.0,102.6,1,2012,2,26
-7.8,-16.8,48,13.0,25.0,102.63,1,2012,2,26
-7.9,-16.4,50,11.0,25.0,102.64,1,2012,2,26
-8.5,-16.6,52,9.0,25.0,102.72,1,2012,2,26
-8.6,-16.5,53,0.0,25.0,102.68,1,2012,2,26
-9.5,-16.2,58,0.0,25.0,102.64,1,2012,2,26
-8.2,-16.2,52,7.0,25.0,102.63,1,2012,2,27
-8.6,-15.5,57,4.0,25.0,102.61,1,2012,2,27
-8.5,-14.2,63,13.0,25.0,102.6,1,2012,2,27
-8.3,-13.7,65,9.0,25.0,102.59,1,2012,2,27
-8.2,-14.4,61,9.0,25.0,102.58,1,2012,2,27
-8.4,-15.1,58,13.0,25.0,102.54,1,2012,2,27
-9.0,-15.2,61,17.0,25.0,102.42,1,2012,2,27
-9.4,-14.6,66,20.0,26.349999999999998,102.31,1,2012,2,27
-9.8,-14.8,67,19.0,26.349999999999998,102.25,1,2012,2,27
-9.4,-14.9,64,22.0,26.349999999999998,102.1,1,2012,2,27
-8.7,-14.6,62,22.0,24.1,101.94,1,2012,2,27
-8.7,-14.2,64,28.0,26.349999999999998,101.74,1,2012,2,27
-6.3,-12.8,60,15.0,26.349999999999998,101.59,1,2012,2,27
-4.9,-11.6,59,19.0,26.349999999999998,101.41,1,2012,2,27
-5.5,-11.5,63,22.0,24.1,101.34,1,2012,2,27
-5.1,-9.4,72,20.0,22.750000000000004,101.19,6,2012,2,27
-4.9,-7.9,79,19.0,22.750000000000004,101.13,6,2012,2,27
-5.2,-7.9,81,20.0,24.1,101.01,1,2012,2,27
-6.3,-8.9,82,24.0,25.0,101.1,1,2012,2,27
-7.1,-9.6,82,22.0,22.750000000000004,101.14,6,2012,2,27
-7.2,-9.6,83,9.0,25.0,101.25,6,2012,2,27
-7.3,-9.7,83,4.0,25.0,101.29,6,2012,2,27
-7.1,-9.6,82,0.0,22.750000000000004,101.33,6,2012,2,27
-6.8,-9.1,84,4.0,22.750000000000004,101.38,6,2012,2,27
-6.7,-9.0,84,0.0,22.750000000000004,101.4,6,2012,2,28
-6.5,-8.7,84,0.0,22.750000000000004,101.48,6,2012,2,28
-6.6,-8.9,84,0.0,22.750000000000004,101.55,6,2012,2,28
-5.9,-8.3,83,9.0,22.750000000000004,101.66,1,2012,2,28
-5.5,-8.3,81,15.0,22.750000000000004,101.82,1,2012,2,28
-5.4,-9.7,72,20.0,22.750000000000004,101.98,6,2012,2,28
-6.9,-10.3,77,22.0,22.750000000000004,102.19,6,2012,2,28
-8.1,-13.4,66,19.0,24.1,102.35,0,2012,2,28
-8.4,-13.7,66,19.0,24.1,102.5,0,2012,2,28
-8.3,-13.8,64,20.0,26.349999999999998,102.63,0,2012,2,28
-7.5,-13.6,62,13.0,24.1,102.65,0,2012,2,28
-6.5,-13.1,59,9.0,26.349999999999998,102.69,0,2012,2,28
-5.8,-13.3,55,11.0,26.349999999999998,102.65,0,2012,2,28
-5.5,-12.3,59,17.0,26.349999999999998,102.62,0,2012,2,28
-4.8,-12.1,57,15.0,26.349999999999998,102.58,1,2012,2,28
-4.2,-11.8,55,19.0,26.349999999999998,102.58,1,2012,2,28
-4.3,-12.4,53,17.0,26.349999999999998,102.54,1,2012,2,28
-4.4,-12.6,53,15.0,26.349999999999998,102.53,0,2012,2,28
-5.3,-12.5,57,17.0,24.1,102.56,0,2012,2,28
-5.9,-12.9,58,7.0,25.0,102.58,0,2012,2,28
-6.8,-13.4,59,11.0,25.0,102.56,0,2012,2,28
-8.7,-14.6,62,11.0,25.0,102.53,0,2012,2,28
-8.3,-14.0,63,0.0,25.0,102.52,0,2012,2,28
-10.0,-15.3,65,9.0,25.0,102.52,0,2012,2,28
-8.2,-13.8,64,9.0,25.0,102.51,0,2012,2,29
-9.5,-14.8,65,4.0,25.0,102.47,0,2012,2,29
-9.7,-13.9,71,4.0,25.0,102.46,0,2012,2,29
-11.5,-14.7,77,0.0,25.0,102.45,0,2012,2,29
-10.3,-14.2,73,7.0,25.0,102.41,0,2012,2,29
-13.1,-16.0,79,0.0,25.0,102.4,0,2012,2,29
-12.2,-15.2,78,0.0,25.0,102.41,0,2012,2,29
-11.7,-14.6,79,9.0,24.1,102.4,0,2012,2,29
-10.6,-13.7,78,11.0,24.1,102.44,1,2012,2,29
-8.5,-12.3,74,11.0,24.1,102.36,1,2012,2,29
-6.6,-11.6,68,17.0,24.1,102.3,1,2012,2,29
-4.7,-12.5,54,15.0,24.1,102.24,1,2012,2,29
-3.9,-12.2,52,17.0,24.1,102.08,1,2012,2,29
-2.9,-10.8,54,11.0,24.1,101.99,1,2012,2,29
-2.9,-11.7,51,13.0,24.1,101.89,1,2012,2,29
-3.1,-11.5,52,20.0,24.1,101.81,1,2012,2,29
-3.6,-11.2,56,26.0,24.1,101.72,1,2012,2,29
-4.1,-12.0,54,28.0,24.1,101.6,1,2012,2,29
-4.7,-12.8,53,28.0,24.1,101.54,1,2012,2,29
-4.6,-13.2,51,30.0,25.0,101.46,1,2012,2,29
-4.5,-13.0,51,30.0,25.0,101.42,1,2012,2,29
-4.6,-12.7,53,26.0,25.0,101.23,1,2012,2,29
-4.5,-12.3,54,30.0,25.0,101.14,6,2012,2,29
-5.1,-11.2,62,30.0,22.750000000000004,101.01,6,2012,2,29
-5.5,-9.7,72,24.0,22.750000000000004,100.97,6,2012,3,1
-5.7,-8.7,79,26.0,22.750000000000004,100.87,6,2012,3,1
-5.4,-8.3,80,28.0,22.750000000000004,100.8,6,2012,3,1
-4.7,-7.7,79,28.0,22.750000000000004,100.69,6,2012,3,1
-5.4,-7.8,83,35.0,22.750000000000004,100.62,6,2012,3,1
-5.3,-7.9,82,33.0,22.750000000000004,100.58,6,2012,3,1
-5.2,-7.8,82,33.0,22.750000000000004,100.57,6,2012,3,1
-4.9,-7.4,83,30.0,22.750000000000004,100.59,6,2012,3,1
-5.0,-7.5,83,32.0,22.750000000000004,100.59,6,2012,3,1
-4.9,-7.5,82,32.0,22.750000000000004,100.6,6,2012,3,1
-4.7,-7.3,82,32.0,22.750000000000004,100.62,6,2012,3,1
-4.4,-6.8,83,28.0,22.750000000000004,100.66,6,2012,3,1
-4.3,-6.8,83,30.0,22.750000000000004,100.66,6,2012,3,1
-4.3,-6.9,82,28.0,22.750000000000004,100.65,6,2012,3,1
-3.9,-6.6,81,28.0,22.750000000000004,100.67,6,2012,3,1
-3.3,-6.2,80,24.0,22.750000000000004,100.71,6,2012,3,1
-2.7,-5.7,80,19.0,22.750000000000004,100.74,6,2012,3,1
-2.9,-5.9,80,20.0,22.750000000000004,100.8,6,2012,3,1
-3.0,-6.0,80,19.0,22.750000000000004,100.87,6,2012,3,1
-3.6,-6.4,81,17.0,22.750000000000004,100.93,6,2012,3,1
-3.7,-6.4,81,20.0,22.750000000000004,100.95,6,2012,3,1
-3.9,-6.7,81,22.0,22.750000000000004,100.98,6,2012,3,1
-4.3,-6.9,82,22.0,22.750000000000004,101.0,6,2012,3,1
-4.3,-7.1,81,22.0,22.750000000000004,101.04,6,2012,3,1
-4.8,-7.3,83,22.0,22.750000000000004,101.04,6,2012,3,2
-5.3,-7.9,82,20.0,22.750000000000004,101.09,6,2012,3,2
-5.2,-7.8,82,19.0,22.750000000000004,101.11,6,2012,3,2
-5.5,-7.9,83,19.0,22.750000000000004,101.15,6,2012,3,2
-5.6,-8.2,82,24.0,22.750000000000004,101.15,6,2012,3,2
-5.5,-8.3,81,19.0,22.750000000000004,101.15,6,2012,3,2
-5.6,-8.6,79,19.0,22.750000000000004,101.14,6,2012,3,2
-5.7,-8.7,79,22.0,24.1,101.17,1,2012,3,2
-5.7,-8.8,79,17.0,24.1,101.2,6,2012,3,2
-6.1,-8.4,84,13.0,22.750000000000004,101.19,6,2012,3,2
-5.9,-8.3,83,15.0,22.750000000000004,101.22,6,2012,3,2
-5.5,-7.5,86,15.0,22.750000000000004,101.21,6,2012,3,2
-5.2,-7.1,86,13.0,22.750000000000004,101.18,6,2012,3,2
-4.6,-6.5,87,13.0,22.750000000000004,101.09,6,2012,3,2
-4.1,-6.1,86,15.0,22.750000000000004,101.03,3,2012,3,2
-3.3,-5.7,83,15.0,22.750000000000004,100.98,1,2012,3,2
-2.9,-5.3,83,15.0,22.750000000000004,100.93,1,2012,3,2
-2.7,-5.1,84,15.0,22.750000000000004,100.89,1,2012,3,2
-2.4,-4.8,84,20.0,22.750000000000004,100.81,1,2012,3,2
-1.8,-4.2,84,17.0,22.750000000000004,100.75,1,2012,3,2
-2.3,-4.7,84,15.0,22.750000000000004,100.74,1,2012,3,2
-1.4,-4.0,82,15.0,22.750000000000004,100.62,1,2012,3,2
0.2,-4.2,72,13.0,25.0,100.49,1,2012,3,2
0.5,-3.6,74,17.0,25.0,100.29,1,2012,3,2
1.0,-3.2,73,22.0,25.0,100.12,1,2012,3,3
1.2,-2.8,75,19.0,25.0,99.96,6,2012,3,3
-0.6,-2.9,84,19.0,22.750000000000004,99.75,6,2012,3,3
-0.3,-2.4,86,22.0,22.750000000000004,99.55,6,2012,3,3
0.3,-1.7,86,24.0,22.750000000000004,99.4,6,2012,3,3
0.8,-1.5,85,36.5,22.750000000000004,99.18,1,2012,3,3
1.5,-1.6,80,36.5,25.0,99.02,0,2012,3,3
2.0,-1.6,77,36.5,24.1,99.015,1,2012,3,3
2.7,-1.5,74,32.0,24.1,99.015,1,2012,3,3
3.0,-1.0,75,36.5,24.1,99.015,1,2012,3,3
3.7,0.4,79,15.0,24.1,99.015,1,2012,3,3
4.0,-0.7,71,32.0,24.1,99.015,5,2012,3,3
5.2,-3.0,55,36.5,26.349999999999998,99.015,1,2012,3,3
5.8,-4.0,49,36.5,26.349999999999998,99.015,1,2012,3,3
6.5,-5.5,42,36.5,26.349999999999998,99.015,1,2012,3,3
5.3,-5.6,45,36.5,24.1,99.015,1,2012,3,3
5.0,-5.0,48,36.5,26.349999999999998,99.015,0,2012,3,3
4.3,-4.9,51,36.5,26.349999999999998,99.015,0,2012,3,3
3.7,-4.3,56,36.5,25.0,99.015,1,2012,3,3
3.4,-4.0,58,36.5,25.0,99.015,0,2012,3,3
3.2,-3.9,60,36.5,25.0,99.015,0,2012,3,3
2.9,-3.6,62,36.5,25.0,99.015,6,2012,3,3
2.8,-3.4,64,36.5,25.0,99.07,6,2012,3,3
2.3,-3.1,67,33.0,25.0,99.18,6,2012,3,3
0.5,-4.8,68,32.0,25.0,99.34,1,2012,3,4
-0.8,-6.0,68,24.0,25.0,99.46,1,2012,3,4
-1.8,-7.8,64,26.0,25.0,99.56,1,2012,3,4
-2.1,-8.2,63,19.0,25.0,99.63,1,2012,3,4
-2.9,-9.0,63,20.0,25.0,99.7,1,2012,3,4
-4.3,-10.5,62,19.0,25.0,99.77,1,2012,3,4
-4.8,-11.6,59,17.0,25.0,99.84,1,2012,3,4
-5.7,-12.6,58,22.0,24.1,99.88,1,2012,3,4
-5.9,-13.8,54,13.0,24.1,99.97,1,2012,3,4
-6.3,-13.5,57,15.0,24.1,99.95,1,2012,3,4
-6.3,-13.5,57,17.0,24.1,99.95,1,2012,3,4
-6.5,-14.0,55,17.0,24.1,99.96,1,2012,3,4
-5.8,-12.9,57,19.0,26.349999999999998,99.95,1,2012,3,4
-5.5,-12.8,56,19.0,26.349999999999998,99.88,0,2012,3,4
-5.7,-13.4,55,19.0,26.349999999999998,99.9,1,2012,3,4
-5.6,-13.5,54,22.0,26.349999999999998,99.9,1,2012,3,4
-5.5,-13.3,54,20.0,26.349999999999998,99.93,0,2012,3,4
-6.9,-14.6,54,22.0,26.349999999999998,99.94,0,2012,3,4
-7.9,-15.7,53,28.0,25.0,100.04,0,2012,3,4
-7.9,-15.5,54,22.0,25.0,100.09,1,2012,3,4
-8.5,-14.6,61,24.0,25.0,100.13,1,2012,3,4
-9.0,-13.7,69,15.0,25.0,100.18,6,2012,3,4
-10.1,-15.5,65,17.0,25.0,100.21,1,2012,3,4
-11.1,-16.3,65,24.0,25.0,100.23,1,2012,3,4
-12.4,-17.4,66,19.0,25.0,100.26,0,2012,3,5
-13.6,-18.5,66,24.0,25.0,100.33,0,2012,3,5
-14.5,-22.3,52,24.0,25.0,100.39,0,2012,3,5
-15.0,-21.5,58,22.0,25.0,100.47,0,2012,3,5
-15.5,-21.9,58,26.0,25.0,100.55,0,2012,3,5
-15.9,-22.1,59,20.0,25.0,100.69,0,2012,3,5
-16.2,-22.6,58,26.0,24.1,100.77,1,2012,3,5
-16.2,-22.3,59,22.0,24.1,100.88,1,2012,3,5
-15.7,-22.5,56,24.0,24.1,101.0,1,2012,3,5
-15.1,-22.1,55,24.0,24.1,101.11,1,2012,3,5
-14.4,-21.5,55,26.0,24.1,101.21,1,2012,3,5
-13.4,-20.7,54,26.0,26.349999999999998,101.31,1,2012,3,5
-12.2,-19.9,53,6.0,26.349999999999998,101.39,1,2012,3,5
-11.3,-19.5,51,24.0,26.349999999999998,101.46,1,2012,3,5
-10.8,-19.8,47,28.0,26.349999999999998,101.55,1,2012,3,5
-10.0,-18.6,49,30.0,26.349999999999998,101.64,1,2012,3,5
-9.9,-18.9,48,26.0,26.349999999999998,101.73,1,2012,3,5
-9.5,-18.8,47,24.0,26.349999999999998,101.82,0,2012,3,5
-9.8,-19.0,47,22.0,25.0,101.9,0,2012,3,5
-10.1,-19.1,48,20.0,25.0,102.01,0,2012,3,5
-10.5,-19.2,49,17.0,25.0,102.11,0,2012,3,5
-11.0,-19.6,49,17.0,25.0,102.23,0,2012,3,5
-11.6,-20.2,49,15.0,25.0,102.29,0,2012,3,5
-12.6,-20.3,53,11.0,25.0,102.34,0,2012,3,5
-13.4,-20.5,55,11.0,25.0,102.41,0,2012,3,6
-13.4,-20.3,56,11.0,25.0,102.5,0,2012,3,6
-13.7,-20.7,55,4.0,25.0,102.55,0,2012,3,6
-14.8,-21.1,59,9.0,25.0,102.61,0,2012,3,6
-14.5,-21.1,57,9.0,25.0,102.7,0,2012,3,6
-14.6,-21.0,58,13.0,25.0,102.85,0,2012,3,6
-15.3,-21.3,60,11.0,24.1,102.9,0,2012,3,6
-14.8,-20.7,61,11.0,26.349999999999998,103.0,0,2012,3,6
-13.0,-19.4,59,0.0,26.349999999999998,103.06,0,2012,3,6
-11.3,-19.1,52,6.0,26.349999999999998,103.1,0,2012,3,6
